MedNet Code,Medicare Modifiers,Bill Medical Direction
6652,YES,YES
00047M,YES,YES
5401,YES,YES
4415M,YES,YES
7822,YES,YES
11695M,YES,YES
10801,YES,YES
3295,YES,YES
60160A,YES,YES
4498,YES,YES
26376,YES,YES
MA75001,YES,YES
77901,YES,YES
742568,YES,YES
72401,YES,YES
1131,YES,YES
3398,YES,YES
4649,YES,YES
11320,YES,YES
070,YES,YES
3135,YES,YES
841310,YES,YES
89114,YES,YES
34606,YES,YES
21551,YES,YES
7951,YES,YES
31318,YES,YES
6631,YES,YES
52201,YES,YES
2121,YES,YES
24315,YES,YES
29917,YES,YES
72110,YES,YES
43259,YES,YES
7800,YES,YES
600400,YES,YES
55926,YES,YES
7550,YES,YES
5246,YES,YES
31370,YES,YES
8050,YES,YES
3137,YES,YES
3970,YES,YES
61211,YES,YES
2025,YES,YES
A3001,YES,YES
2690,YES,YES
269003,YES,YES
981718,YES,YES
72114,YES,YES
4808,YES,YES
2850M,YES,YES
4800,YES,YES
100155,YES,YES
21281,YES,YES
90875,YES,YES
73117,YES,YES
23000,YES,YES
55151,YES,YES
3550,YES,YES
11701,YES,YES
22698,YES,YES
27355,YES,YES
26003,YES,YES
54449,YES,YES
9606,YES,YES
68175,YES,YES
12750,YES,YES
19323M,YES,YES
33004,YES,YES
22201,YES,YES
10832,YES,YES
108643,YES,YES
68102,YES,YES
2853,YES,YES
50083,YES,YES
14770,YES,YES
40509,YES,YES
50081,YES,YES
2368,YES,YES
37067,YES,YES
68103,YES,YES
27248,YES,YES
30348,YES,YES
1937,YES,YES
613,YES,YES
6065,YES,YES
14378,YES,YES
0736,YES,YES
02000,YES,YES
483,YES,YES
66583,YES,YES
4665,YES,YES
75070,YES,YES
02679,YES,YES
3510,YES,YES
1144,YES,YES
01275,YES,YES
11452,YES,YES
1148,YES,YES
547,YES,YES
84410,YES,YES
240,YES,YES
10863,YES,YES
64617,YES,YES
48501,YES,YES
73534,YES,YES
68131,YES,YES
4158,YES,YES
681,YES,YES
3316,YES,YES
349,YES,YES
02702,YES,YES
75022,YES,YES
4545,YES,YES
272488,YES,YES
0248,YES,YES
9622,YES,YES
079,YES,YES
44711,YES,YES
78756,YES,YES
34203,YES,YES
98275,YES,YES
140522,YES,YES
12466,YES,YES
9664,YES,YES
3394,YES,YES
64481,YES,YES
18043,YES,YES
7890,YES,YES
30995S,YES,YES
2099,YES,YES
1824,YES,YES
14678,YES,YES
3137A,YES,YES
652,YES,YES
67001,YES,YES
110111,YES,YES
6727,YES,YES
7998,NO,NO
9151,NO,NO
2010,NO,NO
8236,NO,NO
283,NO,NO
3430,NO,NO
2222,NO,NO
13191,NO,NO
482266,NO,NO
7770N,NO,NO
10011,NO,NO
13190,NO,NO
272,YES,YES
7770,YES,YES
9245,YES,YES
4002,YES,YES
5542,YES,YES
41790,YES,YES
9746,YES,YES
4378,NO,NO
0101,NO,NO
0500,NO,NO
554,YES,YES
3252,YES,YES
2470,YES,YES
2200,YES,YES
7382,YES,YES
54012,YES,YES
01520,YES,YES
93218,YES,YES
27712,YES,YES
900801,YES,YES
14604,NO,NO
29005,NO,NO
66875,NO,NO
5810,NO,NO
14326,NO,NO
4401,NO,NO
2787,NO,NO
1L,NO,NO
1553,NO,NO
1096,NO,NO
3281,NO,NO
30966,NO,NO
598,NO,NO
11001,NO,NO
10013,NO,NO
14216,NO,NO
85068,NO,NO
163717,NO,NO
305901,NO,NO
26149,NO,NO
41311,NO,NO
25977,NO,NO
25908,NO,NO
26008,NO,NO
22702,NO,NO
26706,NO,NO
0555,NO,NO
702,NO,NO
18003,NO,NO
4645,NO,NO
30023,NO,NO
9412,NO,NO
0261,NO,NO
99503,NO,NO
34564,NO,NO
4879,NO,NO
16450,NO,NO
8302,NO,NO
1402,NO,NO
1420,NO,NO
7681,NO,NO
15831,NO,NO
30300,NO,NO
1442,NO,NO
10116,NO,NO
101161,NO,NO
16818,NO,NO
14010,NO,NO
37214,NO,NO
W6620,NO,NO
504,NO,NO
70351,NO,NO
809096,NO,NO
02450,NO,NO
4436,NO,NO
3708,NO,NO
71987,NO,NO
72031,NO,NO
71533,NO,NO
1004,NO,NO
14243,NO,NO
1668,NO,NO
52160,NO,NO
3373,NO,NO
4044,NO,NO
1239,NO,NO
17110,NO,NO
01104,NO,NO
852099,NO,NO
1167,NO,NO
1807,NO,NO
570215,NO,NO
1606,NO,NO
4089,NO,NO
6607,NO,NO
7147,NO,NO
10421,NO,NO
14389,NO,NO
12366,NO,NO
10485,NO,NO
10845,NO,NO
6595,NO,NO
804238,NO,NO
1200,NO,NO
4587,NO,NO
6424,NO,NO
3332,NO,NO
14491,NO,NO
1459,NO,NO
0730,NO,NO
50101,NO,NO
8219,NO,NO
12900,NO,NO
73421,NO,NO
31670,NO,NO
7118,NO,NO
83707,NO,NO
6577,NO,NO
5227,NO,NO
658,NO,NO
4901,NO,NO
96002,NO,NO
25545,NO,NO
3032,NO,NO
4323,NO,NO
9757,NO,NO
9591,NO,NO
4204,NO,NO
960,NO,NO
3920,NO,NO
150,NO,NO
60620,NO,NO
25925,NO,NO
10061,NO,NO
6350,NO,NO
1699,NO,NO
0559,NO,NO
1349,NO,NO
1500,NO,NO
60174,NO,NO
43067,NO,NO
3916,NO,NO
1149,NO,NO
71905,NO,NO
0800,NO,NO
15320,NO,NO
932,NO,NO
392,NO,NO
1127,NO,NO
5778,NO,NO
6969,NO,NO
10546,NO,NO
1949,NO,NO
16775,NO,NO
32591,NO,NO
618,NO,NO
1398,NO,NO
0925,NO,NO
5273,NO,NO
601,NO,NO
2198,NO,NO
61140,NO,NO
459,NO,NO
50900,NO,NO
26103,NO,NO
7575,NO,NO
2255,NO,NO
01,NO,NO
10814,NO,NO
1574,NO,NO
6979,NO,NO
01461,NO,NO
83580,NO,NO
9044,NO,NO
939,NO,NO
19018,NO,NO
82520,NO,NO
3500,NO,NO
50039,NO,NO
60690,NO,NO
34912,NO,NO
94526,NO,NO
1058,NO,NO
6008,NO,NO
9121,NO,NO
951,NO,NO
10010,NO,NO
99012,NO,NO
0780,NO,NO
32746,NO,NO
21090,NO,NO
9927,NO,NO
831,NO,NO
3502,NO,NO
0807,NO,NO
1162,NO,NO
2909,NO,NO
946,NO,NO
31,NO,NO
1300,NO,NO
16666,NO,NO
60006,NO,NO
1710,NO,NO
12954,NO,NO
199,NO,NO
7220,NO,NO
21012A,NO,NO
W19116,NO,NO
26002,NO,NO
33018,NO,NO
66219,NO,NO
1062-,NO,NO
08057,NO,NO
7751,NO,NO
5932,NO,NO
074,NO,NO
5822,NO,NO
4912,NO,NO
502661,NO,NO
11300,NO,NO
62308,NO,NO
532,NO,NO
97905,NO,NO
419,NO,NO
340,NO,NO
4133,NO,NO
7450,NO,NO
19092,NO,NO
3400,NO,NO
2398,NO,NO
8523,NO,NO
5169,NO,NO
30271,NO,NO
21267,NO,NO
1271,NO,NO
3835,NO,NO
98162,NO,NO
A10060,NO,NO
4247,NO,NO
7605,NO,NO
43110,NO,NO
1880611,NO,NO
0225,NO,NO
1808,NO,NO
0392,NO,NO
25910,NO,NO
2970,NO,NO
43017,NO,NO
15525,NO,NO
AH5300,NO,NO
38300,NO,NO
3514,NO,NO
74241,NO,NO
789,NO,NO
9097,NO,NO
569,NO,NO
569004,NO,NO
77082,NO,NO
9998,NO,NO
2745,NO,NO
524,NO,NO
1222,NO,NO
667,NO,NO
107,NO,NO
14223,NO,NO
501,NO,NO
962,NO,NO
10501,NO,NO
19702,NO,NO
9300,NO,NO
2055,NO,NO
3158,NO,NO
4370,NO,NO
85069,NO,NO
16800,NO,NO
16423,NO,NO
32501,NO,NO
1773,NO,NO
6314,NO,NO
7886,NO,NO
03098,NO,NO
0105187,NO,NO
02298,NO,NO
1107,NO,NO
5437,NO,NO
44036,NO,NO
185012,NO,NO
46601,NO,NO
10757,NO,NO
13889,NO,NO
12700,NO,NO
14000,NO,NO
9576,NO,NO
2848,NO,NO
8046,NO,NO
4702,NO,NO
5465,NO,NO
6708,NO,NO
2400,NO,NO
171,NO,NO
53701,NO,NO
2141,NO,NO
335,NO,NO
1887,NO,NO
12605,NO,NO
0950,NO,NO
6060,NO,NO
648,NO,NO
49316,NO,NO
3250,NO,NO
24022,NO,NO
1361,NO,NO
54702,NO,NO
75002,NO,NO
191021,NO,NO
4138,NO,NO
2977,NO,NO
210301,NO,NO
61820,NO,NO
2633,NO,NO
7809,NO,NO
50,NO,NO
8118,NO,NO
8310,NO,NO
0381,NO,NO
21128,NO,NO
0111,NO,NO
0300,NO,NO
4848,NO,NO
7413,NO,NO
521,NO,NO
20091,NO,NO
5156,NO,NO
15055,NO,NO
2679,NO,NO
7817,NO,NO
6955,NO,NO
42183,NO,NO
8950,NO,NO
5117,NO,NO
9423,NO,NO
077,NO,NO
754,NO,NO
2382,NO,NO
0707,NO,NO
727,NO,NO
390,NO,NO
7078,NO,NO
1346,NO,NO
25,NO,NO
5590,NO,NO
02205,NO,NO
61625,NO,NO
2625,NO,NO
1608,NO,NO
3705,NO,NO
2751,NO,NO
0557,NO,NO
W4350OK,NO,NO
247,NO,NO
4538,NO,NO
4837,NO,NO
46240,NO,NO
11511,NO,NO
459084,NO,NO
28502,NO,NO
462081,NO,NO
0501,NO,NO
0105,NO,NO
46208,NO,NO
7117,NO,NO
1724,NO,NO
2442,NO,NO
1242,NO,NO
39700,NO,NO
91101,NO,NO
196,NO,NO
98081,NO,NO
7509,NO,NO
5131,NO,NO
18221,NO,NO
21400,NO,NO
6044,NO,NO
6565,NO,NO
55402,NO,NO
4188,NO,NO
C60612,NO,NO
2128,NO,NO
29721,NO,NO
6108,NO,NO
5427,NO,NO
2318,NO,NO
0076,NO,NO
1578,NO,NO
3928,NO,NO
66,NO,NO
2609,NO,NO
1503,NO,NO
1380,NO,NO
926,NO,NO
5917,NO,NO
6112,NO,NO
9082,NO,NO
2116,NO,NO
1981,NO,NO
6860,NO,NO
9501,NO,NO
5214,NO,NO
853,NO,NO
55481,NO,NO
366,NO,NO
22987,NO,NO
229,NO,NO
HM039,NO,NO
10509,NO,NO
2916,NO,NO
1714,NO,NO
22340,NO,NO
42031,NO,NO
9452,NO,NO
209,NO,NO
10012,NO,NO
788,NO,NO
4906,NO,NO
20011,NO,NO
87,NO,NO
96802,NO,NO
49085,NO,NO
491200,NO,NO
4703,NO,NO
0651,NO,NO
10211,NO,NO
659527,NO,NO
2605,NO,NO
4007,NO,NO
31210,NO,NO
6249,NO,NO
3947,NO,NO
9888,NO,NO
9100,NO,NO
1339,NO,NO
68138,NO,NO
7457,NO,NO
6794,NO,NO
1430,NO,NO
9119,NO,NO
3906,NO,NO
435,NO,NO
6193,NO,NO
1818,NO,NO
37077,NO,NO
33351,NO,NO
50190,NO,NO
45822,NO,NO
0641,NO,NO
463,NO,NO
3354,NO,NO
26440,NO,NO
26640,NO,NO
4589,NO,NO
0200,NO,NO
1267,NO,NO
4187,NO,NO
75232,NO,NO
4885,NO,NO
26580,NO,NO
29190,NO,NO
154534,NO,NO
4574,NO,NO
3459,NO,NO
10846,NO,NO
8647,NO,NO
10815,NO,NO
51000,NO,NO
9253,NO,NO
4090,NO,NO
96210,NO,NO
4453,NO,NO
5644,NO,NO
6411,NO,NO
2021,NO,NO
470,NO,NO
6200,NO,NO
3390,NO,NO
79493,NO,NO
26900,NO,NO
1217,NO,NO
668,NO,NO
28202,NO,NO
0020,NO,NO
3908,NO,NO
4288,NO,NO
25588,NO,NO
912,NO,NO
1414,NO,NO
2871,NO,NO
12467,NO,NO
34200,NO,NO
11288,NO,NO
69349,NO,NO
10020,NO,NO
606241,NO,NO
600255,NO,NO
9376,NO,NO
90304,NO,NO
19740,NO,NO
5611,NO,NO
1985,NO,NO
3020,NO,NO
5036,NO,NO
725,NO,NO
8424,NO,NO
5636,NO,NO
099,NO,NO
16620,NO,NO
9955,NO,NO
1998,NO,NO
60453,NO,NO
9799,NO,NO
7278,NO,NO
604469,NO,NO
2323,NO,NO
4499,NO,NO
67867,NO,NO
5235,NO,NO
981638,NO,NO
W290000,NO,NO
6900,NO,NO
22233,NO,NO
60005,NO,NO
2912,NO,NO
39236,NO,NO
60802,NO,NO
4030,NO,NO
DOC3200,NO,NO
5630,NO,NO
144,NO,NO
10251,NO,NO
1844,NO,NO
0294,NO,NO
0316,NO,NO
5634,NO,NO
8120,NO,NO
8931,NO,NO
33622,NO,NO
WC1638T,NO,NO
34,NO,NO
2691,NO,NO
7730,NO,NO
140067,NO,NO
641141,NO,NO
10260,NO,NO
4227,NO,NO
46001,NO,NO
9897,NO,NO
39010,NO,NO
3823,NO,NO
1495,NO,NO
99011,NO,NO
210901,NO,NO
3616,NO,NO
10479,NO,NO
6166,NO,NO
14600,NO,NO
75034,NO,NO
14222,NO,NO
W32045,NO,NO
0112,NO,NO
3239,NO,NO
6730,NO,NO
3559,NO,NO
80970,NO,NO
6901,NO,NO
34090,NO,NO
23802,NO,NO
W3281,NO,NO
307089,NO,NO
3201,NO,NO
13059,NO,NO
4267,NO,NO
14088,NO,NO
22711,NO,NO
010,NO,NO
0107,NO,NO
0827,NO,NO
191,NO,NO
818,NO,NO
1001,NO,NO
8466,NO,NO
802371,NO,NO
19120,NO,NO
638,NO,NO
185056,NO,NO
9382,NO,NO
16380,NO,NO
981625,NO,NO
5050,NO,NO
4195,NO,NO
0900,NO,NO
275,NO,NO
163010,NO,NO
9016,NO,NO
29677,NO,NO
8065,NO,NO
176,NO,NO
39668,NO,NO
52066,NO,NO
50407,NO,NO
994365,NO,NO
50408,NO,NO
1555,NO,NO
77153,NO,NO
269002,NO,NO
9870,NO,NO
H37027,NO,NO
0600,NO,NO
3087,NO,NO
46220,NO,NO
14009,NO,NO
24712,NO,NO
15455,NO,NO
0643,NO,NO
141501,NO,NO
4721,NO,NO
3880,NO,NO
9008,NO,NO
895,NO,NO
14357,NO,NO
64008,NO,NO
22530,NO,NO
5930,NO,NO
546,NO,NO
06109,NO,NO
14610,NO,NO
2024,NO,NO
1919,NO,NO
1955,NO,NO
195,NO,NO
130,NO,NO
02139,NO,NO
19017,NO,NO
5559,NO,NO
5148,NO,NO
6828,NO,NO
1172,NO,NO
WCONT6417,NO,NO
427,NO,NO
3610,NO,NO
2650,NO,NO
2477,NO,NO
24703,NO,NO
8901,NO,NO
30010,NO,NO
265800,NO,NO
8043,NO,NO
4189,NO,NO
110115,NO,NO
0050,NO,NO
636,NO,NO
WC6060111,NO,NO
4131,NO,NO
3855,NO,NO
20594,NO,NO
2301,NO,NO
46898,NO,NO
2106,NO,NO
48046,NO,NO
11900,NO,NO
301000,NO,NO
855,NO,NO
14007,NO,NO
680226,NO,NO
9818,NO,NO
12953,NO,NO
12959,NO,NO
863,NO,NO
40588,NO,NO
1388,NO,NO
4477,NO,NO
22369,NO,NO
3077,NO,NO
60175,NO,NO
215,NO,NO
01807,NO,NO
1150,NO,NO
0916,NO,NO
3601,NO,NO
50961,NO,NO
55164,NO,NO
6043,NO,NO
62301,NO,NO
1231,NO,NO
21022,NO,NO
19482,NO,NO
211577,NO,NO
21053,NO,NO
2975,NO,NO
551211,NO,NO
5512111,NO,NO
211719,NO,NO
55127,NO,NO
555121,NO,NO
105185,NO,NO
556121,NO,NO
21515,NO,NO
62530,NO,NO
211637,NO,NO
214,NO,NO
21944,NO,NO
3410,NO,NO
60143,NO,NO
211184,NO,NO
211657,NO,NO
12368,NO,NO
21517,NO,NO
211627,NO,NO
21575,NO,NO
211567,NO,NO
211392,NO,NO
211609,NO,NO
21482,NO,NO
21381,NO,NO
2113,NO,NO
211198,NO,NO
4107,NO,NO
2117,NO,NO
2080,NO,NO
211704,NO,NO
211543,NO,NO
190401,NO,NO
21445,NO,NO
21537,NO,NO
21599,NO,NO
2168,NO,NO
78,NO,NO
211186,NO,NO
211681,NO,NO
211231,NO,NO
21156,NO,NO
21082,NO,NO
21974,NO,NO
211003,NO,NO
211635,NO,NO
21002,NO,NO
1486,NO,NO
13431,NO,NO
21933,NO,NO
211116,NO,NO
21552,NO,NO
211466,NO,NO
33509,NO,NO
21169,NO,NO
21196,NO,NO
211404,NO,NO
2114,NO,NO
21660,NO,NO
21531,NO,NO
21131,NO,NO
211545,NO,NO
21854,NO,NO
21578,NO,NO
55211,NO,NO
21751,NO,NO
2163,NO,NO
551221,NO,NO
3044,NO,NO
32454,NO,NO
211533,NO,NO
905,NO,NO
21607,NO,NO
269006,NO,NO
21473,NO,NO
38416,NO,NO
211748,NO,NO
21661,NO,NO
21096,NO,NO
211563,NO,NO
21171,NO,NO
21443,NO,NO
21703,NO,NO
39550,NO,NO
21504,NO,NO
21624,NO,NO
12160,NO,NO
65121,NO,NO
0330,NO,NO
1551,NO,NO
6002511,NO,NO
3150,NO,NO
5777,NO,NO
0804,NO,NO
14710,NO,NO
21013,NO,NO
48187,NO,NO
36303,NO,NO
5483,NO,NO
601200,NO,NO
1331,NO,NO
RSCH-PAA,NO,NO
81200,NO,NO
270,NO,NO
2568,NO,NO
11270,NO,NO
4286,NO,NO
323,NO,NO
9364,NO,NO
60651,NO,NO
8720,NO,NO
27730,NO,NO
2003,NO,NO
2621,NO,NO
4172,NO,NO
4018,NO,NO
15417,NO,NO
10859,NO,NO
436,NO,NO
O994,NO,NO
11522,NO,NO
2432,NO,NO
5370,NO,NO
512,NO,NO
5000,NO,NO
382048,NO,NO
2315,NO,NO
6606,NO,NO
3366,NO,NO
601262,NO,NO
537,NO,NO
606072,NO,NO
30015,NO,NO
0997,NO,NO
994,NO,NO
8390,NO,NO
60046,NO,NO
2187,NO,NO
0410,NO,NO
2810,NO,NO
861,NO,NO
1257,NO,NO
3922,NO,NO
370671,NO,NO
0118,NO,NO
11341,NO,NO
502030,NO,NO
5034,NO,NO
46250,NO,NO
4088,NO,NO
14025,NO,NO
AEST,NO,NO
25160,NO,NO
981650,NO,NO
981726,NO,NO
185055,NO,NO
1002,NO,NO
9276,NO,NO
9038,NO,NO
0428,NO,NO
444,NO,NO
981,NO,NO
16050,NO,NO
827,NO,NO
641,NO,NO
337575,NO,NO
887012,NO,NO
56321,NO,NO
716,NO,NO
6420,NO,NO
03013,NO,NO
0647,NO,NO
721,NO,NO
0394,NO,NO
7780,NO,NO
75839,NO,NO
CC9370,NO,NO
19979,NO,NO
56,NO,NO
5750,NO,NO
7181,NO,NO
4440,NO,NO
9033,NO,NO
19028,NO,NO
250012,NO,NO
401321,NO,NO
83720,NO,NO
48,NO,NO
10824,NO,NO
787552,NO,NO
5251,NO,NO
10817,NO,NO
503,NO,NO
94469,NO,NO
W8201,NO,NO
1221,NO,NO
3179,NO,NO
1089,NO,NO
60173,NO,NO
1385,NO,NO
601301,NO,NO
55890,NO,NO
9170,NO,NO
29606,NO,NO
17264,NO,NO
880,NO,NO
2829,NO,NO
70201,NO,NO
82200,NO,NO
4126,NO,NO
44608,NO,NO
A324,NO,NO
0202,NO,NO
173129,NO,NO
70661,NO,NO
112110,NO,NO
9046,NO,NO
41027,NO,NO
811,NO,NO
560990,NO,NO
5609,NO,NO
9980,NO,NO
23100,NO,NO
1620,NO,NO
77012,NO,NO
1923,NO,NO
1669,NO,NO
601159,NO,NO
677,NO,NO
1092,NO,NO
5402,NO,NO
919,NO,NO
7897,NO,NO
9695,NO,NO
3319,NO,NO
548809,NO,NO
8280,NO,NO
1596,NO,NO
7025,NO,NO
08,NO,NO
6922,NO,NO
60515,NO,NO
1303,NO,NO
30580,NO,NO
13076,NO,NO
4117,NO,NO
943,NO,NO
80157,NO,NO
45530,NO,NO
J691,NO,NO
26505,NO,NO
4039,NO,NO
33008,NO,NO
62794,NO,NO
10007,NO,NO
346,NO,NO
3570,NO,NO
84011,NO,NO
42051,NO,NO
805,NO,NO
11262,NO,NO
1106,NO,NO
21717,NO,NO
299,NO,NO
4207,NO,NO
330,NO,NO
605619,NO,NO
6084,NO,NO
40447,NO,NO
5431,NO,NO
03809,NO,NO
2601,NO,NO
11500,NO,NO
4429,NO,NO
74933,NO,NO
73662,NO,NO
3830,NO,NO
0228,NO,NO
3849,NO,NO
92879,NO,NO
28104,NO,NO
419019,NO,NO
2369,NO,NO
464,NO,NO
1926,NO,NO
142221,NO,NO
2640,NO,NO
12421,NO,NO
4099,NO,NO
098,NO,NO
11486,NO,NO
2203,NO,NO
80099,NO,NO
717,NO,NO
600,NO,NO
5079,NO,NO
957,NO,NO
21367,NO,NO
20383,NO,NO
7010,NO,NO
0778,NO,NO
9625,NO,NO
9104,NO,NO
34281,NO,NO
24722,NO,NO
1412,NO,NO
0288,NO,NO
3774,NO,NO
662251,NO,NO
5442,NO,NO
311,NO,NO
48034,NO,NO
50010,NO,NO
1426,NO,NO
3260,NO,NO
13006,NO,NO
50321,NO,NO
6864,NO,NO
2845,NO,NO
2833,NO,NO
5030,NO,NO
5524,NO,NO
W45069,NO,NO
2873,NO,NO
3105,NO,NO
1601,NO,NO
8706,NO,NO
1407,NO,NO
1600,NO,NO
6488,NO,NO
928,NO,NO
22200,NO,NO
48169,NO,NO
1929,NO,NO
942,NO,NO
900,NO,NO
23630,NO,NO
1194,NO,NO
10400,NO,NO
50711,NO,NO
4147,NO,NO
8520,NO,NO
5935,NO,NO
6000,NO,NO
60517,NO,NO
23647,NO,NO
1099,NO,NO
11639,NO,NO
9350,NO,NO
1404,NO,NO
8108,NO,NO
6780,NO,NO
03270,NO,NO
77079,NO,NO
2219,NO,NO
60523,NO,NO
60522,NO,NO
7054,NO,NO
1765,NO,NO
12250,NO,NO
528,NO,NO
4127,NO,NO
3,NO,NO
4113,NO,NO
4756,NO,NO
4747N,NO,NO
9031,NO,NO
40001,NO,NO
00150,NO,NO
0383,NO,NO
E113,NO,NO
51280/USEW0656,NO,NO
4265,NO,NO
52500,NO,NO
14057,NO,NO
20814,NO,NO
05823,NO,NO
4481,NO,NO
2960,NO,NO
65975,NO,NO
9511,NO,NO
10877,NO,NO
9002,NO,NO
11800,NO,NO
981612,NO,NO
1550,NO,NO
852887,NO,NO
40004,NO,NO
85040,NO,NO
220578,NO,NO
67206,NO,NO
15207,NO,NO
0479,NO,NO
92530,NO,NO
1369,NO,NO
3219,NO,NO
1573,NO,NO
38402,NO,NO
5732,NO,NO
4343,NO,NO
7300,NO,NO
1055570,NO,NO
8282,NO,NO
DOC73036,NO,NO
16311,NO,NO
4163,NO,NO
37501,NO,NO
03301,NO,NO
0669,NO,NO
50487,NO,NO
50488,NO,NO
3171,NO,NO
328,NO,NO
9915,NO,NO
1548,NO,NO
22182,NO,NO
3703,NO,NO
33332,NO,NO
898,NO,NO
17014,NO,NO
80666,NO,NO
2201,NO,NO
3130,NO,NO
665,NO,NO
734,NO,NO
7554,NO,NO
11005,NO,NO
133,NO,NO
1147,NO,NO
30374,NO,NO
60680,NO,NO
5985,NO,NO
46320,NO,NO
4213,NO,NO
1027,NO,NO
98111,NO,NO
348,NO,NO
53512,NO,NO
2289,NO,NO
5078,NO,NO
398,NO,NO
680,NO,NO
76006,NO,NO
52610,NO,NO
29419,NO,NO
5101,NO,NO
4120,NO,NO
19507,NO,NO
90847,NO,NO
5927,NO,NO
3125,NO,NO
3076,NO,NO
0459,NO,NO
4255,NO,NO
2001,NO,NO
730,NO,NO
0765,NO,NO
8014,NO,NO
031,NO,NO
60622,NO,NO
10322,NO,NO
0805,NO,NO
10405,NO,NO
60617,NO,NO
145336,NO,NO
536,NO,NO
11327,NO,NO
2750,NO,NO
W8032,NO,NO
5863,NO,NO
70809,NO,NO
4157,NO,NO
0535,NO,NO
68400,NO,NO
14659,NO,NO
9817,NO,NO
0321,NO,NO
7600,NO,NO
0624,NO,NO
360,NO,NO
2840SNF,NO,NO
3227,NO,NO
6300,NO,NO
33333,NO,NO
0815,NO,NO
6255,NO,NO
60121,NO,NO
2016,NO,NO
226,NO,NO
2140,NO,NO
10340,NO,NO
503326,NO,NO
S701,NO,NO
46311,NO,NO
1515,NO,NO
13439,NO,NO
01365,NO,NO
67530,NO,NO
16280,NO,NO
0554,NO,NO
124,NO,NO
19411,NO,NO
60649,NO,NO
6019,NO,NO
7000,NO,NO
1280,NO,NO
0613,NO,NO
59069,NO,NO
0911,NO,NO
104150,NO,NO
201425,NO,NO
75093,NO,NO
WC377,NO,NO
50825,NO,NO
16,NO,NO
69360,NO,NO
718,NO,NO
44040,NO,NO
6125,NO,NO
0677,NO,NO
85252,NO,NO
981707,NO,NO
0401,NO,NO
7733,NO,NO
66840,NO,NO
2526,NO,NO
40005,NO,NO
838,NO,NO
10822,NO,NO
60521,NO,NO
30334,NO,NO
0576,NO,NO
12415,NO,NO
2271,NO,NO
15222,NO,NO
1265,NO,NO
10016,NO,NO
2832,NO,NO
116,NO,NO
7121,NO,NO
3663,NO,NO
61702,NO,NO
0614,NO,NO
0790,NO,NO
464101,NO,NO
60714,NO,NO
4152,NO,NO
8035,NO,NO
26741,NO,NO
8434,NO,NO
300091,NO,NO
3195,NO,NO
058231,NO,NO
82305,NO,NO
3285,NO,NO
9,NO,NO
777410,NO,NO
7901,NO,NO
01300,NO,NO
8080,NO,NO
2440,NO,NO
6600,NO,NO
7503,NO,NO
1040,NO,NO
6682,NO,NO
33323,NO,NO
5245,NO,NO
1741,NO,NO
3548,NO,NO
260,NO,NO
50048,NO,NO
2740,NO,NO
G604,NO,NO
49401,NO,NO
1410,NO,NO
620,NO,NO
452021,NO,NO
1309,NO,NO
787551,NO,NO
5009,NO,NO
322,NO,NO
10848,NO,NO
47402,NO,NO
00220,NO,NO
10062,NO,NO
1405,NO,NO
516,NO,NO
4723,NO,NO
9706,NO,NO
2214,NO,NO
12770,NO,NO
830248,NO,NO
6N,NO,NO
4368,NO,NO
44971,NO,NO
3217,NO,NO
345,NO,NO
3091,NO,NO
749075,NO,NO
752012,NO,NO
30660,NO,NO
0216,NO,NO
7306,NO,NO
1323,NO,NO
207,NO,NO
385012,NO,NO
14977,NO,NO
829,NO,NO
7008,NO,NO
5460101,NO,NO
3190,NO,NO
54601,NO,NO
5331,NO,NO
98340,NO,NO
60598,NO,NO
703,NO,NO
78999,NO,NO
631012,NO,NO
22478,NO,NO
7813,NO,NO
181001,NO,NO
7428,NO,NO
4185,NO,NO
60605,NO,NO
32250,NO,NO
224,NO,NO
8690,NO,NO
3054,NO,NO
765,NO,NO
84139,NO,NO
30544,NO,NO
86681,NO,NO
M10432,NO,NO
378021,NO,NO
8181,NO,NO
9851,NO,NO
1635,NO,NO
12005,NO,NO
20034,NO,NO
6165,NO,NO
3036,NO,NO
9122,NO,NO
840111,NO,NO
713,NO,NO
3900,NO,NO
21109,NO,NO
7088,NO,NO
7129,NO,NO
60077,NO,NO
7089,NO,NO
370241,NO,NO
64000,NO,NO
9615,NO,NO
5502,NO,NO
0424,NO,NO
63141,NO,NO
6405,NO,NO
45018,NO,NO
1439,NO,NO
2581,NO,NO
2584,NO,NO
609,NO,NO
6069,NO,NO
580556,NO,NO
16570,NO,NO
80202,NO,NO
66490,NO,NO
2196,NO,NO
2196A,NO,NO
9584,NO,NO
133020,NO,NO
1302,NO,NO
981606,NO,NO
7618,NO,NO
4184,NO,NO
87014,NO,NO
01144,NO,NO
14505,NO,NO
5444,NO,NO
4122,NO,NO
8912,NO,NO
3007,NO,NO
9554,NO,NO
5199,NO,NO
17000,NO,NO
977,NO,NO
132171,NO,NO
6190,NO,NO
C16203,NO,NO
3490,NO,NO
6743,NO,NO
53010,NO,NO
1867,NO,NO
32621,NO,NO
1448,NO,NO
15001,NO,NO
92010,NO,NO
9019,NO,NO
4952,NO,NO
968,NO,NO
1908,NO,NO
6270,NO,NO
62763,NO,NO
16817,NO,NO
98015,NO,NO
8251,NO,NO
75222,NO,NO
1120,NO,NO
45918,NO,NO
62182,NO,NO
15152,NO,NO
6934,NO,NO
1413,NO,NO
